"unique_file","site","trap_location","camera_type","date","time","species","id_certainty_1_3","animal_behaviour_in_view","comments","CamId","DateTime","DateTimeOriginal","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","n_images"
"IMG_0232",3,"3","Reconyx","25/07/2022","19:24:47","Antechinus stuartii",3,"moving away from trap","","3_3","25/07/2022 19:24:47","2022-07-25 19:24:47",0,0,0,0,7
"IMG_0598",3,"22","Reconyx","25/07/2022","21:22:07","Antechinus stuartii",3,"","","3_22","25/07/2022 21:22:07","2022-07-25 21:22:07",11155,185.9,3.1,0.1,3
"IMG_0764",3,"22","Reconyx","26/07/2022","12:06:00","Antechinus stuartii",3,"","","3_22","26/07/2022 12:06:00","2022-07-26 12:06:00",53033,883.9,14.7,0.6,2
"IMG_2008",3,"22","Reconyx","26/07/2022","20:16:51","Antechinus stuartii",3,"","","3_22","26/07/2022 20:16:51","2022-07-26 20:16:51",29451,490.9,8.2,0.3,2
"IMG_2182",3,"22","Reconyx","26/07/2022","22:52:46","Antechinus stuartii",2,"","","3_22","26/07/2022 22:52:46","2022-07-26 22:52:46",9355,155.9,2.6,0.1,6
"IMG_2218",3,"22","Reconyx","26/07/2022","23:20:00","Antechinus stuartii",3,"","","3_22","26/07/2022 23:20:00","2022-07-26 23:20:00",1634,27.2,0.5,0,2
"IMG_2268",3,"22","Reconyx","27/07/2022","0:06:05","Antechinus stuartii",3,"","","3_22","27/07/2022 0:06:05","2022-07-27 00:06:05",2765,46.1,0.8,0,3
"IMG0295",3,"6","Reconyx","27/07/2022","2:22:41","Antechinus stuartii",NA,"Looking towards Camera","On a log","3_6","27/07/2022 2:22:41","2022-07-27 02:22:41",0,0,0,0,3
"IMAG0046",3,"14","Scoutguard","31/07/2019","17:22:34","Eopsaltria australis",3,"stays around the branches","","3_14","31/07/2019 17:22:34","2019-07-31 17:22:34",0,0,0,0,2
"IMAG0049",3,"14","Scoutguard","1/08/2019","8:28:47","Eopsaltria australis",3,"stays around the branches","","3_14","1/08/2019 8:28:47","2019-08-01 08:28:47",54373,906.2,15.1,0.6,2
"IMG0292",3,"6","Reconyx","26/07/2022","13:36:56","Eopsaltria australis",NA,"Standing","On a log","3_6","26/07/2022 13:36:56","2022-07-26 13:36:56",0,0,0,0,1
"IMG_0232",3,"3","Reconyx","25/07/2022","9:09:45","Human",NA,"","Collection of Camera trap","3_3","25/07/2022 9:09:45","2022-07-25 09:09:45",0,0,0,0,1
"IMG0298",3,"6","Reconyx","27/07/2022","9:09:40","Human",NA,"","Collection of Camera trap","3_6","27/07/2022 9:09:40","2022-07-27 09:09:40",0,0,0,0,1
"IMG_0241",3,"3","Reconyx","25/07/2022","23:38:32","Rattus fuscipes",3,"next to trap","","3_3","25/07/2022 23:38:32","2022-07-25 23:38:32",0,0,0,0,32
"IMG_0277",3,"3","Reconyx","25/07/2022","23:44:08","Rattus fuscipes",3,"Sitting near trap","","3_3","25/07/2022 23:44:08","2022-07-25 23:44:08",336,5.6,0.1,0,6
"IMG_0112",3,"9","Reconyx","26/07/2022","20:13:00","Rattus fuscipes",3,"walks near trap","1/3 photos","3_9","26/07/2022 20:13:00","2022-07-26 20:13:00",0,0,0,0,3
"IMG_0316",3,"3","Reconyx","26/07/2022","21:38:17","Rattus fuscipes",3,"Walking down side of trap","","3_3","26/07/2022 21:38:17","2022-07-26 21:38:17",78849,1314.2,21.9,0.9,14
"IMG_2108",3,"22","Reconyx","26/07/2022","21:50:23","Rattus fuscipes",3,"","","3_22","26/07/2022 21:50:23","2022-07-26 21:50:23",0,0,0,0,1
"IMAG0117",3,"Cage","Scoutguard","26/07/2022","22:12:04","Rattus fuscipes",3,"Walks near trap","","3_Cage","26/07/2022 22:12:04","2022-07-26 22:12:04",0,0,0,0,2
"IMG_2169",3,"22","Reconyx","26/07/2022","22:48:16","Rattus fuscipes",3,"","","3_22","26/07/2022 22:48:16","2022-07-26 22:48:16",3473,57.9,1,0,7
"IMG_0283",3,"3","Reconyx","26/07/2022","2:20:16","small mammal",NA,"tail on far right of frame","","3_3","26/07/2022 2:20:16","2022-07-26 02:20:16",0,0,0,0,2
"IMAG0029",3,"6","Scoutguard","31/07/2019","19:05:01","Tachyglossus aculeatus",3,"Walks past trap","","3_6","31/07/2019 19:05:01","2019-07-31 19:05:01",0,0,0,0,1
"IMAG0014",3,"1","Scoutguard","31/07/2019","20:17:00","Tachyglossus aculeatus",3,"Wandering in twos","2 echidna","3_1","31/07/2019 20:17:00","2019-07-31 20:17:00",0,0,0,0,1
"IMAG0032",3,"3","Scoutguard","29/07/2019","20:10:38","Trichosurus vulpecula",2,"jumps infront of trap","","3_3","29/07/2019 20:10:38","2019-07-29 20:10:38",0,0,0,0,1
"IMG_0105",3,"22","Reconyx","27/07/2022","13:58:00","Unidentified wren",NA,"","","3_22","27/07/2022 13:58:00","2022-07-27 13:58:00",0,0,0,0,4
"IMAG0001.JPG",4,"Cage","Scoutguard","24/07/2022","12:39:54","",3,"0","someones leg in frame","4_Cage","24/07/2022 12:39:54","2022-07-24 12:39:54",0,0,0,0,5
"IMAG0006.JPG",4,"Cage","Scoutguard","24/07/2022","12:53:31","",3,"0","image completely blurred","4_Cage","24/07/2022 12:53:31","2022-07-24 12:53:31",817,13.6,0.2,0,4
"IMAG00010.JPG",4,"Cage","Scoutguard","24/07/2022","14:43:12","",3,"0","people walking through field","4_Cage","24/07/2022 14:43:12","2022-07-24 14:43:12",6581,109.7,1.8,0.1,2
"IMAG00012.JPG",4,"Cage","Scoutguard","24/07/2022","17:17:45","",3,"0","people walking through field","4_Cage","24/07/2022 17:17:45","2022-07-24 17:17:45",9273,154.6,2.6,0.1,2
"IMAG00014.JPG",4,"Cage","Scoutguard","24/07/2022","17:33:41","",3,"0","trigger unknown, assumed vegetation","4_Cage","24/07/2022 17:33:41","2022-07-24 17:33:41",956,15.9,0.3,0,2
"IMG_0004.JPG",4,"6","Reconyx","25/07/2022","1:00:00","",NA,"","vegetation movement","4_6","25/07/2022 1:00:00","2022-07-25 01:00:00",0,0,0,0,1
"IMAG00016.JPG",4,"Cage","Scoutguard","25/07/2022","11:59:49","",3,"0","people walking through field","4_Cage","25/07/2022 11:59:49","2022-07-25 11:59:49",66368,1106.1,18.4,0.8,2
"IMG0001",4,"14","Reconyx","25/07/2022","12:20:55","",0,"0","Paper note with trap name","4_14","25/07/2022 12:20:55","2022-07-25 12:20:55",0,0,0,0,6
"IMG_0001.JPG",4,"6","Reconyx","25/07/2022","12:24:20","",3,"0","vegetation movement","4_6","25/07/2022 12:24:20","2022-07-25 12:24:20",41060,684.3,11.4,0.5,3
"IMG0001",4,"22","Reconyx","25/07/2022","12:32:51","",0,"0","leaf movement","4_22","25/07/2022 12:32:51","2022-07-25 12:32:51",0,0,0,0,1
"IMAG0001",4,"3","Reconyx","25/07/2022","13:00:00","",0,"0","","4_3","25/07/2022 13:00:00","2022-07-25 13:00:00",0,0,0,0,1
"IMAG00018.JPG",4,"Cage","Scoutguard","25/07/2022","13:00:19","",3,"0","people walking through field","4_Cage","25/07/2022 13:00:19","2022-07-25 13:00:19",3630,60.5,1,0,2
"IMG0007",4,"14","Reconyx","25/07/2022","13:55:49","",0,"0","Person walking past","4_14","25/07/2022 13:55:49","2022-07-25 13:55:49",5694,94.9,1.6,0.1,26
"IMG_00030.JPG",4,"6","Reconyx","26/07/2022","1:00:00","",NA,"","false trigger","4_6","26/07/2022 1:00:00","2022-07-26 01:00:00",45340,755.7,12.6,0.5,1
"IMG0019",4,"18","Reconyx","26/07/2022","9:39:01","",0,"0","people walking past","4_18","26/07/2022 9:39:01","2022-07-26 09:39:01",0,0,0,0,9
"IMG0033",4,"14","Reconyx","26/07/2022","9:47:44","",0,"0","Person checking trap","4_14","26/07/2022 9:47:44","2022-07-26 09:47:44",71515,1191.9,19.9,0.8,9
"IMAG0002",4,"3","Reconyx","26/07/2022","10:00:00","",0,"0","","4_3","26/07/2022 10:00:00","2022-07-26 10:00:00",75600,1260,21,0.9,1
"IMG_0005.JPG",4,"6","Reconyx","26/07/2022","10:00:00","",NA,"","vegetation movement","4_6","26/07/2022 10:00:00","2022-07-26 10:00:00",32400,540,9,0.4,1
"IMG_0006.JPG",4,"6","Reconyx","26/07/2022","10:39:33","",NA,"","people moving in field","4_6","26/07/2022 10:39:33","2022-07-26 10:39:33",2373,39.5,0.7,0,9
"IMAG0003",4,"3","Reconyx","26/07/2022","11:07:33","",0,"0","Foot at edge of frame","4_3","26/07/2022 11:07:33","2022-07-26 11:07:33",4053,67.6,1.1,0,3
"IMAG00020.JPG",4,"Cage","Scoutguard","26/07/2022","11:41:45","",3,"0","people walking through field","4_Cage","26/07/2022 11:41:45","2022-07-26 11:41:45",81686,1361.4,22.7,0.9,1
"IMAG0006",4,"3","Reconyx","26/07/2022","13:00:00","",0,"0","","4_3","26/07/2022 13:00:00","2022-07-26 13:00:00",6747,112.4,1.9,0.1,1
"IMG0042",4,"14","Reconyx","27/07/2022","9:25:59","",0,"0","Person checking trap","4_14","27/07/2022 9:25:59","2022-07-27 09:25:59",85095,1418.2,23.6,1,9
"IMAG0007",4,"3","Reconyx","27/07/2022","10:00:00","",0,"0","","4_3","27/07/2022 10:00:00","2022-07-27 10:00:00",75600,1260,21,0.9,1
"IMG_00031.JPG",4,"6","Reconyx","27/07/2022","10:00:00","",NA,"","leaf fell inside trap","4_6","27/07/2022 10:00:00","2022-07-27 10:00:00",84027,1400.4,23.3,1,1
"IMG0002",4,"22","Reconyx","25/07/2023","12:32:54","",0,"0","leaf movement","4_22","25/07/2023 12:32:54","2023-07-25 12:32:54",31536003,525600.1,8760,365,1
"IMG0003",4,"22","Reconyx","27/07/2024","12:32:55","",0,"0","leaf movement","4_22","27/07/2024 12:32:55","2024-07-27 12:32:55",31795201,529920,8832,368,1
"IMG0004",4,"22","Reconyx","27/07/2025","9:14:00","",0,"0","trap taken for checking","4_22","27/07/2025 9:14:00","2025-07-27 09:14:00",31524065,525401.1,8756.7,364.9,1
"IMG0005",4,"22","Reconyx","27/07/2026","9:14:03","",0,"0","trap taken for checking","4_22","27/07/2026 9:14:03","2026-07-27 09:14:03",31536003,525600.1,8760,365,1
"IMG0006",4,"22","Reconyx","27/07/2027","9:14:04","",0,"0","trap taken for checking","4_22","27/07/2027 9:14:04","2027-07-27 09:14:04",31536001,525600,8760,365,1
"IMG0007",4,"22","Reconyx","27/07/2028","9:14:06","",0,"0","hand positioning trap","4_22","27/07/2028 9:14:06","2028-07-27 09:14:06",31622402,527040,8784,366,1
"IMG0008",4,"22","Reconyx","27/07/2029","9:14:07","",0,"0","movement of sticks","4_22","27/07/2029 9:14:07","2029-07-27 09:14:07",31536001,525600,8760,365,1
"IMG0009",4,"22","Reconyx","27/07/2030","9:14:08","",0,"0","movement of sticks","4_22","27/07/2030 9:14:08","2030-07-27 09:14:08",31536001,525600,8760,365,1
"IMG0799",4,"9","Reconyx","26/07/2022","2:05:00","Antechinus stuartii",1,"Hunched on top of trap","Cannot see front of trap, only top. Camera set to take photo every minute, this is one of two pictures with an animal out of 2767","4_9","26/07/2022 2:05:00","2022-07-26 02:05:00",0,0,0,0,1
"IMAG0120",4,"18","Scoutguard","31/07/2019","16:43:47","Menura novaehollandiae",NA,"walked around tree","","4_18","31/07/2019 16:43:47","2019-07-31 16:43:47",0,0,0,0,2
"IMG0013",4,"18","Reconyx","25/07/2022","19:29:03","Perameles nasuta",3,"walked past trap, seemed to ignore it","","4_18","25/07/2022 19:29:03","2022-07-25 19:29:03",0,0,0,0,2
"IMG0017",4,"18","Reconyx","25/07/2022","20:29:03","Perameles nasuta",3,"walked past trap, seemed to ignore it","","4_18","25/07/2022 20:29:03","2022-07-25 20:29:03",3600,60,1,0,1
"IMG0061",4,"18","Reconyx","24/07/2018","18:42:11","Rattus fuscipes",3,"approached device","Camera wasn't facing trap","4_18","24/07/2018 18:42:11","2018-07-24 18:42:11",0,0,0,0,1
"IMG1303",4,"9","Reconyx","26/07/2022","10:29:00","Sericornis frontalis",2,"Perched on tree trunk","Cannot see front of trap, only top. Camera set to take photo every minute, this is one of two pictures with an animal out of 2767","4_9","26/07/2022 10:29:00","2022-07-26 10:29:00",0,0,0,0,1
"IMAG002",4,"22","Scoutguard","30/07/2019","23:34:20","Trichosurus caninus",3,"walked past","","4_22","30/07/2019 23:34:20","2019-07-30 23:34:20",0,0,0,0,2
"IMG_0005",5,"14","Reconyx","25/07/2022","0:58:25","",NA,"","","5_14","25/07/2022 0:58:25","2022-07-25 00:58:25",0,0,0,0,1
"IMG_0002",5,"6","Reconyx","25/07/2022","12:01:26","",NA,"","","5_6","25/07/2022 12:01:26","2022-07-25 12:01:26",0,0,0,0,1
"IMAG0005",5,"Cage","Scoutguard","25/07/2022","13:53:29","",3,"Sun triggering through heat / movement through trees","","5_Cage","25/07/2022 13:53:29","2022-07-25 13:53:29",0,0,0,0,1
"IMG_0004",5,"6","Reconyx","25/07/2022","14:00:00","",3,"Nothing visible","","5_6","25/07/2022 14:00:00","2022-07-25 14:00:00",7114,118.6,2,0.1,1
"IMG_0006",5,"6","Reconyx","25/07/2022","14:34:31","",NA,"","","5_6","25/07/2022 14:34:31","2022-07-25 14:34:31",2071,34.5,0.6,0,10
"IMAG0199",5,"Cage","Scoutguard","25/07/2022","16:07:58","",3,"Vegetation moving","","5_Cage","25/07/2022 16:07:58","2022-07-25 16:07:58",8069,134.5,2.2,0.1,1
"IMG_0187",5,"3","Reconyx","26/07/2022","9:20:25","",NA,"Person walking past / handling trap (start)","","5_3","26/07/2022 9:20:25","2022-07-26 09:20:25",0,0,0,0,17
"IMG_0204",5,"3","Reconyx","26/07/2022","9:39:57","",NA,"Person walking past / handling trap (end)","","5_3","26/07/2022 9:39:57","2022-07-26 09:39:57",1172,19.5,0.3,0,1
"IMG_0137",5,"9","Reconyx","26/07/2022","10:00:00","",3,"","","5_9","26/07/2022 10:00:00","2022-07-26 10:00:00",0,0,0,0,1
"IMG_0138",5,"9","Reconyx","26/07/2022","14:00:00","",3,"","","5_9","26/07/2022 14:00:00","2022-07-26 14:00:00",14400,240,4,0.2,1
"IMG_0205",5,"3","Reconyx","26/07/2022","18:31:16","",NA,"Wind moving","","5_3","26/07/2022 18:31:16","2022-07-26 18:31:16",31879,531.3,8.9,0.4,2
"IMG_0213",5,"3","Reconyx","26/07/2022","18:58:03","",NA,"Rat no longer visible (has completely hopped over log)","","5_3","26/07/2022 18:58:03","2022-07-26 18:58:03",1607,26.8,0.4,0,1
"IMG_0244",5,"3","Reconyx","26/07/2022","19:19:19","",NA,"Vegetation moving","","5_3","26/07/2022 19:19:19","2022-07-26 19:19:19",1276,21.3,0.4,0,3
"IMG_0344",5,"3","Reconyx","27/07/2022","2:04:19","",NA,"Not visible in shot","","5_3","27/07/2022 2:04:19","2022-07-27 02:04:19",24300,405,6.8,0.3,2
"IMG_0346",5,"3","Reconyx","27/07/2022","9:11:21","",NA,"Person handling trap","","5_3","27/07/2022 9:11:21","2022-07-27 09:11:21",25622,427,7.1,0.3,3
"IMG_0051",5,"9","Reconyx","24/07/2018","2:05:48","Antechinus stuartii",3,"investigation of trap","very cute and fluffy and smol","5_9","24/07/2018 2:05:48","2018-07-24 02:05:48",0,0,0,0,1
"108RECNX",5,"18","Reconyx","24/07/2018","2:41:46","Antechinus stuartii",3,"investigation and enterance of trap","","5_18","24/07/2018 2:41:46","2018-07-24 02:41:46",0,0,0,0,1
"IMAG0016",5,"14","Scoutguard","29/07/2019","19:33:04","Antechinus stuartii",1,"on edge of camera investigating elliot trap","","5_14","29/07/2019 19:33:04","2019-07-29 19:33:04",0,0,0,0,1
"IMAG0019",5,"14","Scoutguard","29/07/2019","21:54:47","Antechinus stuartii",3,"investigating elliot trap","","5_14","29/07/2019 21:54:47","2019-07-29 21:54:47",8503,141.7,2.4,0.1,1
"IMAG0076",5,"14","Scoutguard","30/07/2019","5:35:45","Antechinus stuartii",3,"running up log","","5_14","30/07/2019 5:35:45","2019-07-30 05:35:45",27658,461,7.7,0.3,1
"IMAG0082",5,"14","Scoutguard","30/07/2019","5:59:41","Antechinus stuartii",3,"crawling on rock","","5_14","30/07/2019 5:59:41","2019-07-30 05:59:41",1436,23.9,0.4,0,1
"IMG_0058",5,"18","Reconyx","26/07/2022","0:36:34","Antechinus stuartii",2,"","","5_18","26/07/2022 0:36:34","2022-07-26 00:36:34",126395688,2106594.8,35109.9,1462.9,2
"IMG_0025",5,"18","Reconyx","26/07/2022","17:48:17","Antechinus stuartii",3,"climbs an adjacent log and looks around","","5_18","26/07/2022 17:48:17","2022-07-26 17:48:17",61903,1031.7,17.2,0.7,2
"IMAG0015",5,"Cage","Scoutguard","23/07/2018","11:56:33","Eopsaltria australis",2,"perched on log near trap","","5_Cage","23/07/2018 11:56:33","2018-07-23 11:56:33",0,0,0,0,1
"IMAG0025",5,"Cage","Scoutguard","26/07/2018","3:50:46","Felis catus",2,"walking past trap","","5_Cage","26/07/2018 3:50:46","2018-07-26 03:50:46",0,0,0,0,1
"IMG_0101",5,"22","Reconyx","26/07/2018","10:38:36","Felis catus",3,"walking around the area, investigating trap","","5_22","26/07/2018 10:38:36","2018-07-26 10:38:36",0,0,0,0,1
"IMG_0117",5,"22","Reconyx","27/07/2018","4:42:18","Felis catus",3,"different cat from earlier also walking around the area, investigating nearby branches, showing marking behaviour near the trap","","5_22","27/07/2018 4:42:18","2018-07-27 04:42:18",65022,1083.7,18.1,0.8,1
"IMG_0001 - IMG_1794",5,"9","Reconyx","25/07/2022","11:29:24","Human",3,"Carrying the camera with it switched on","","5_9","25/07/2022 11:29:24","2022-07-25 11:29:24",0,0,0,0,1
"IMG_0001",5,"6","Reconyx","25/07/2022","12:01:25","Human",3,"Setting trap","","5_6","25/07/2022 12:01:25","2022-07-25 12:01:25",0,0,0,0,2
"IMAG0001",5,"Cage","Scoutguard","25/07/2022","13:50:27","Human",3,"Setting the camera trap ","","5_Cage","25/07/2022 13:50:27","2022-07-25 13:50:27",0,0,0,0,2
"IMG_0005",5,"6","Reconyx","25/07/2022","14:34:30","Human",3,"Walking past","","5_6","25/07/2022 14:34:30","2022-07-25 14:34:30",9185,153.1,2.6,0.1,2
"IMG_0169",5,"9","Reconyx","26/07/2022","9:24:13","Human",3,"Packing up site and taking camera","Checking trap, backpack","5_9","26/07/2022 9:24:13","2022-07-26 09:24:13",78889,1314.8,21.9,0.9,2
"IMG_1906",5,"9","Reconyx","26/07/2022","9:36:10","Human",3,"Packing up","","5_9","26/07/2022 9:36:10","2022-07-26 09:36:10",717,11.9,0.2,0,3
"IMG_0107",5,"9","Reconyx","26/07/2022","9:49:39","Human",3,"Checking trap, backpack","","5_9","26/07/2022 9:49:39","2022-07-26 09:49:39",809,13.5,0.2,0,2
"IMG_1822",5,"9","Reconyx","26/07/2022","10:12:53","Human",3,"Checking trap ","","5_9","26/07/2022 10:12:53","2022-07-26 10:12:53",1394,23.2,0.4,0,1
"IMG_1836",5,"9","Reconyx","26/07/2022","12:26:28","Human",3,"Walking by","","5_9","26/07/2022 12:26:28","2022-07-26 12:26:28",8015,133.6,2.2,0.1,1
"IMAG0137",5,"3","Scoutguard","29/07/2019","20:01:16","Rattus fuscipes",3,"Walking towards trap","","5_3","29/07/2019 20:01:16","2019-07-29 20:01:16",0,0,0,0,2
"IMAG0232",5,"9","Scoutguard","31/07/2019","3:30:31","Rattus fuscipes",3,"Infront of trap","","5_9","31/07/2019 3:30:31","2019-07-31 03:30:31",0,0,0,0,1
"IMAG0241",5,"9","Scoutguard","1/08/2019","3:17:51","Rattus fuscipes",3,"On log in front of trap","","5_9","1/08/2019 3:17:51","2019-08-01 03:17:51",85640,1427.3,23.8,1,1
"IMG_0001",5,"3","Reconyx","25/07/2022","20:09:40","Rattus fuscipes",3,"Sniffing front of Elliott trap","ABBEY trap 3","5_3","25/07/2022 20:09:40","2022-07-25 20:09:40",94349304,1572488.4,26208.1,1092,30
"IMG_1882",5,"9","Reconyx","26/07/2022","1:10:41","Rattus fuscipes",3,"On log, investigating","","5_9","26/07/2022 1:10:41","2022-07-26 01:10:41",94168370,1569472.8,26157.9,1089.9,2
"IMG_0135",5,"14","Reconyx","26/07/2022","4:05:10","Rattus fuscipes",3,"Sniffs around front of trap","","5_14","26/07/2022 4:05:10","2022-07-26 04:05:10",0,0,0,0,2
"IMG_1903",5,"9","Reconyx","26/07/2022","5:21:44","Rattus fuscipes",3,"On log, investigating trap ","","5_9","26/07/2022 5:21:44","2022-07-26 05:21:44",15063,251.1,4.2,0.2,1
"IMG_1904",5,"9","Reconyx","26/07/2022","6:21:44","Rattus fuscipes",3,"On log, investigating trap ","","5_9","26/07/2022 6:21:44","2022-07-26 06:21:44",3600,60,1,0,1
"IMG_1905",5,"9","Reconyx","26/07/2022","7:21:44","Rattus fuscipes",3,"On log, investigating trap ","","5_9","26/07/2022 7:21:44","2022-07-26 07:21:44",3600,60,1,0,1
"IMG_0232",5,"3","Reconyx","26/07/2022","18:19:02","Rattus fuscipes",3,"Sniffing around camera","","5_3","26/07/2022 18:19:02","2022-07-26 18:19:02",79762,1329.4,22.2,0.9,3
"IMG_0207",5,"3","Reconyx","26/07/2022","18:31:18","Rattus fuscipes",3,"Walking over log above trap","","5_3","26/07/2022 18:31:18","2022-07-26 18:31:18",736,12.3,0.2,0,1
"IMG_0208",5,"3","Reconyx","26/07/2022","18:57:57","Rattus fuscipes",3,"Walking in front of camera (head concealed)","","5_3","26/07/2022 18:57:57","2022-07-26 18:57:57",1599,26.6,0.4,0,5
"IMG_0031",5,"18","Reconyx","26/07/2022","18:59:08","Rattus fuscipes",3,"paces around the trap, back and front, sniffing vigorously","","5_18","26/07/2022 18:59:08","2022-07-26 18:59:08",0,0,0,0,2
"IMG_0214",5,"3","Reconyx","26/07/2022","19:15:03","Rattus fuscipes",3,"Looking towards Elliott trap","","5_3","26/07/2022 19:15:03","2022-07-26 19:15:03",1026,17.1,0.3,0,27
"IMG_0247",5,"3","Reconyx","26/07/2022","19:20:37","Rattus fuscipes",2,"Sniffing front of Elliott trap","","5_3","26/07/2022 19:20:37","2022-07-26 19:20:37",334,5.6,0.1,0,6
"IMG_1837",5,"9","Reconyx","26/07/2022","19:43:02","Rattus fuscipes",3,"Jumping into field of view","","5_9","26/07/2022 19:43:02","2022-07-26 19:43:02",44478,741.3,12.4,0.5,3
"IMG_0129",5,"14","Reconyx","26/07/2022","22:31:47","Rattus fuscipes",3,"Rat sniffs around the trap site, looks to the camera ","","5_14","26/07/2022 22:31:47","2022-07-26 22:31:47",66397,1106.6,18.4,0.8,1
"IMG_0040",5,"18","Reconyx","26/07/2022","22:38:02","Rattus fuscipes",3,"paces around the trap site","","5_18","26/07/2022 22:38:02","2022-07-26 22:38:02",13134,218.9,3.6,0.1,2
"IMG_0304",5,"3","Reconyx","26/07/2022","22:42:10","Rattus fuscipes",2,"Walking forward over log","","5_3","26/07/2022 22:42:10","2022-07-26 22:42:10",12093,201.6,3.4,0.1,6
"IMG_0134",5,"14","Reconyx","26/07/2022","22:53:26","Rattus fuscipes",3,"Sniffs around","","5_14","26/07/2022 22:53:26","2022-07-26 22:53:26",1299,21.6,0.4,0,1
"IMG_0310",5,"3","Reconyx","27/07/2022","0:28:36","Rattus fuscipes",2,"Moving around camera (head not visible)","","5_3","27/07/2022 0:28:36","2022-07-27 00:28:36",6386,106.4,1.8,0.1,18
"IMG_0340",5,"3","Reconyx","27/07/2022","2:04:13","Rattus fuscipes",1,"Pair of eyes visible (eyeshine), looking towards trap, facing camera","","5_3","27/07/2022 2:04:13","2022-07-27 02:04:13",5737,95.6,1.6,0.1,4
"IMG_0070",5,"18","Reconyx","27/07/2022","2:06:25","Rattus fuscipes",3,"inspects each side of the trap","","5_18","27/07/2022 2:06:25","2022-07-27 02:06:25",12503,208.4,3.5,0.1,1
"IMG_0083",5,"18","Reconyx","27/07/2022","3:48:10","Rattus fuscipes",3,"","","5_18","27/07/2022 3:48:10","2022-07-27 03:48:10",6105,101.8,1.7,0.1,1
"IMAG0013",5,"14","Scoutguard","29/07/2019","12:24:44","Strepera graculina",3,"on edge of camera","","5_14","29/07/2019 12:24:44","2019-07-29 12:24:44",0,0,0,0,2
"IMAG0031",5,"6","Scoutguard","29/07/2019","15:24:01","Strepera graculina",3,"standing at opening of elliot trap","","5_6","29/07/2019 15:24:01","2019-07-29 15:24:01",0,0,0,0,6
"IMAG0046",5,"6","Scoutguard","29/07/2019","15:29:20","Strepera graculina",3,"investigating and disturbing elliot trap","","5_6","29/07/2019 15:29:20","2019-07-29 15:29:20",319,5.3,0.1,0,7
"IMAG0067",5,"6","Scoutguard","29/07/2019","15:35:58","Strepera graculina",3,"investigating opening of elliot trap","","5_6","29/07/2019 15:35:58","2019-07-29 15:35:58",398,6.6,0.1,0,2
"IMAG0128",5,"3","Scoutguard","29/07/2019","15:40:14","Strepera graculina",3,"Bait ball in mouth","","5_3","29/07/2019 15:40:14","2019-07-29 15:40:14",0,0,0,0,1
"IMAG0105",5,"9","Scoutguard","29/07/2019","16:08:14","Strepera graculina",3,"Pulls trap closer to camera and pulls bag off trap","","5_9","29/07/2019 16:08:14","2019-07-29 16:08:14",0,0,0,0,1
"IMAG0085",5,"6","Scoutguard","29/07/2019","16:19:58","Strepera graculina",3,"investigating camera","","5_6","29/07/2019 16:19:58","2019-07-29 16:19:58",2640,44,0.7,0,2
"IMAG0134",5,"9","Scoutguard","29/07/2019","16:35:38","Strepera graculina",3,"Inspects area and bag","","5_9","29/07/2019 16:35:38","2019-07-29 16:35:38",1644,27.4,0.5,0,1
"IMAG0131",5,"3","Scoutguard","29/07/2019","17:06:07","Strepera graculina",3,"Standing at opening of Elliot trap","","5_3","29/07/2019 17:06:07","2019-07-29 17:06:07",5153,85.9,1.4,0.1,3
"IMAG0136",5,"3","Scoutguard","29/07/2019","19:06:59","Strepera graculina",3,"Standing at opening of Elliot trap","","5_3","29/07/2019 19:06:59","2019-07-29 19:06:59",7252,120.9,2,0.1,1
"IMAG0088",5,"6","Scoutguard","30/07/2019","7:40:55","Strepera graculina",3,"investigating elliot trap","","5_6","30/07/2019 7:40:55","2019-07-30 07:40:55",55257,921,15.3,0.6,5
"IMAG0169",5,"9","Scoutguard","30/07/2019","8:00:16","Strepera graculina",3,"Inspects bag","","5_9","30/07/2019 8:00:16","2019-07-30 08:00:16",55478,924.6,15.4,0.6,1
"IMAG0140",5,"3","Scoutguard","30/07/2019","8:55:17","Strepera graculina",3,"Standing at opening of Elliot trap","","5_3","30/07/2019 8:55:17","2019-07-30 08:55:17",49698,828.3,13.8,0.6,3
"IMAG0170",5,"3","Scoutguard","31/07/2019","8:27:08","Strepera graculina",3,"Investigating Elliot Trap","","5_3","31/07/2019 8:27:08","2019-07-31 08:27:08",84711,1411.8,23.5,1,5
"IMAG0115",5,"6","Scoutguard","31/07/2019","10:46:49","Strepera graculina",3,"investigating elliot trap","","5_6","31/07/2019 10:46:49","2019-07-31 10:46:49",97554,1625.9,27.1,1.1,1
"IMAG0019, IMAG0020",5,"Cage","Scoutguard","23/07/2018","23:33:56","Trichosurus caninus",3,"investigation of trap","","5_Cage","23/07/2018 23:33:56","2018-07-23 23:33:56",0,0,0,0,1
"IMAG0032",5,"14","Scoutguard","29/07/2019","23:41:22","Trichosurus caninus",2,"investigating elliot trap","","5_14","29/07/2019 23:41:22","2019-07-29 23:41:22",0,0,0,0,6
"IMAG0043",5,"14","Scoutguard","29/07/2019","23:47:36","Trichosurus caninus",2,"investigating elliot trap","","5_14","29/07/2019 23:47:36","2019-07-29 23:47:36",374,6.2,0.1,0,3
