"unique_file","site","trap_location","camera_type","date","time","species","id_certainty_1_3","animal_behaviour_in_view","comments","CamId","DateTime","DateTimeOriginal","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","n_images"
"IMG_0001 ",1,"9","Reconyx","25/07/2022","14:00:00","",NA,"Sunlight trigger","","1_9","25/07/2022 14:00:00","2022-07-25 14:00:00",0,0,0,0,1
"IMG_007",1,"6","Reconyx","25/07/2022","14:00:00","",NA,"Vegetation","","1_6","25/07/2022 14:00:00","2022-07-25 14:00:00",9806,163.4,2.7,0.1,1
"IMG_0036",1,"Cage","Scoutguard","26/07/2022","9:14:55","",NA,"People moving past","","1_Cage","26/07/2022 9:14:55","2022-07-26 09:14:55",82408,1373.5,22.9,1,1
"IMG_008",1,"6","Reconyx","26/07/2022","9:44:03","",NA,"People checking trap","","1_6","26/07/2022 9:44:03","2022-07-26 09:44:03",71043,1184,19.7,0.8,3
"IMG_0001 ",1,"22","Reconyx","26/07/2022","9:44:28","",NA,"People moving past","Folder 101RECNX","1_22","26/07/2022 9:44:28","2022-07-26 09:44:28",71639,1194,19.9,0.8,2
"IMG_0005",1,"9","Reconyx","26/07/2022","9:46:44","",NA,"Person moving past","","1_9","26/07/2022 9:46:44","2022-07-26 09:46:44",71204,1186.7,19.8,0.8,6
"IMG_0016",1,"18","Reconyx","26/07/2022","9:51:23","",NA,"People moving past","","1_18","26/07/2022 9:51:23","2022-07-26 09:51:23",79598,1326.6,22.1,0.9,15
"IMG_0038",1,"15","Reconyx","26/07/2022","10:00:00","",NA,"N/A","False trigger","1_15","26/07/2022 10:00:00","2022-07-26 10:00:00",75600,1260,21,0.9,1
"IMG_0011",1,"9","Reconyx","26/07/2022","10:00:00","",NA,"False trigger","","1_9","26/07/2022 10:00:00","2022-07-26 10:00:00",796,13.3,0.2,0,1
"IMG_0049",1,"22","Reconyx","26/07/2022","10:00:00","",NA,"False trigger","","1_22","26/07/2022 10:00:00","2022-07-26 10:00:00",932,15.5,0.3,0,1
"IMG_011",1,"6","Reconyx","26/07/2022","10:00:00","",NA,"Vegetation","","1_6","26/07/2022 10:00:00","2022-07-26 10:00:00",957,15.9,0.3,0,1
"IMG_0001",1,"3","Reconyx","26/07/2022","10:00:00","",NA,"False trigger","Folder 102RECNX","1_3","26/07/2022 10:00:00","2022-07-26 10:00:00",72521,1208.7,20.1,0.8,1
"IMG_0045",1,"15","Reconyx","26/07/2022","13:00:00","",NA,"N/A","False trigger","1_15","26/07/2022 13:00:00","2022-07-26 13:00:00",10800,180,3,0.1,1
"IMG_0050",1,"22","Reconyx","26/07/2022","13:00:00","",NA,"False trigger","","1_22","26/07/2022 13:00:00","2022-07-26 13:00:00",10800,180,3,0.1,1
"IMG_0002",1,"3","Reconyx","26/07/2022","13:00:00","",NA,"False trigger","Folder 102RECNX","1_3","26/07/2022 13:00:00","2022-07-26 13:00:00",10800,180,3,0.1,1
"IMG_0045",1,"Cage","Scoutguard","26/07/2022","13:16:00","",NA,"People moving past","","1_Cage","26/07/2022 13:16:00","2022-07-26 13:16:00",14465,241.1,4,0.2,1
"IMG_0051",1,"22","Reconyx","26/07/2022","13:38:33","",NA,"Vegetation","","1_22","26/07/2022 13:38:33","2022-07-26 13:38:33",2313,38.5,0.6,0,3
"IMG_0054",1,"22","Reconyx","26/07/2022","13:47:55","",NA,"Vegetation","","1_22","26/07/2022 13:47:55","2022-07-26 13:47:55",562,9.4,0.2,0,3
"IMG_0012",1,"9","Reconyx","26/07/2022","14:00:00","",NA,"False trigger","","1_9","26/07/2022 14:00:00","2022-07-26 14:00:00",14400,240,4,0.2,1
"IMG_012",1,"6","Reconyx","26/07/2022","14:00:00","",NA,"Vegetation","","1_6","26/07/2022 14:00:00","2022-07-26 14:00:00",14400,240,4,0.2,1
"IMG_0092",1,"Cage","Scoutguard","27/07/2022","9:04:40","",NA,"People removing trap","","1_Cage","27/07/2022 9:04:40","2022-07-27 09:04:40",71320,1188.7,19.8,0.8,1
"IMG_0057",1,"22","Reconyx","27/07/2022","9:32:03","",NA,"People moving past","","1_22","27/07/2022 9:32:03","2022-07-27 09:32:03",71048,1184.1,19.7,0.8,2
"IMG_0031",1,"18","Reconyx","27/07/2022","9:40:25","",NA,"People removing trap","","1_18","27/07/2022 9:40:25","2022-07-27 09:40:25",85742,1429,23.8,1,6
"IMG_013",1,"6","Reconyx","27/07/2022","10:00:00","",NA,"False trigger","","1_6","27/07/2022 10:00:00","2022-07-27 10:00:00",72000,1200,20,0.8,1
"IMG_0003",1,"3","Reconyx","27/07/2022","10:00:00","",NA,"People moving past","Folder 102RECNX","1_3","27/07/2022 10:00:00","2022-07-27 10:00:00",75600,1260,21,0.9,1
"IMG_0128",1,"3","Reconyx","27/07/2022","15:24:33","",NA,"People moving past","Folder 102RECNX","1_3","27/07/2022 15:24:33","2022-07-27 15:24:33",19473,324.6,5.4,0.2,1
"IMG_0015",1,"3","Reconyx","24/07/2018","3:33:00","Antechinus stuartii",2,"Walking on log above trap","Trap at bottom of image, animal observed on log above trap","1_3","24/07/2018 3:33:00","2018-07-24 03:33:00",0,0,0,0,1
"IMG_0075",1,"3","Reconyx","25/07/2018","5:07:00","Antechinus stuartii",2,"Walking on log above trap","Right of image","1_3","25/07/2018 5:07:00","2018-07-25 05:07:00",92040,1534,25.6,1.1,1
"IMG_0082",1,"3","Reconyx","26/07/2018","5:01:00","Antechinus stuartii",1,"Observed jumping down from log","Bottom right of image","1_3","26/07/2018 5:01:00","2018-07-26 05:01:00",86040,1434,23.9,1,1
"IMG_0455",1,"3","Reconyx","27/07/2018","4:08:00","Antechinus stuartii",2,"Sitting on log above trap","","1_3","27/07/2018 4:08:00","2018-07-27 04:08:00",83220,1387,23.1,1,1
"IMAG0041",1,"9","Scoutguard","29/07/2019","18:56:00","Antechinus stuartii",1,"Walks into trap","Only butt view","1_9","29/07/2019 18:56:00","2019-07-29 18:56:00",0,0,0,0,1
"IMAG0022",1,"6","Scoutguard","30/07/2019","2:15:00","Antechinus stuartii",3,"Sitting on log above trap foraging","","1_6","30/07/2019 2:15:00","2019-07-30 02:15:00",0,0,0,0,1
"IMAG0063",1,"9","Scoutguard","30/07/2019","20:46:00","Antechinus stuartii",3,"Walking aross ground","","1_9","30/07/2019 20:46:00","2019-07-30 20:46:00",93000,1550,25.8,1.1,1
"IMAG0060",1,"6","Scoutguard","31/07/2019","4:31:00","Antechinus stuartii",2,"Running through site","","1_6","31/07/2019 4:31:00","2019-07-31 04:31:00",94560,1576,26.3,1.1,1
"IMAG0050",1,"14","Scoutguard","31/07/2019","21:08:22","Antechinus stuartii",3,"Walking across log leading to trap","","1_14","31/07/2019 21:08:22","2019-07-31 21:08:22",0,0,0,0,1
"IMAG0022",1,"22","Scoutguard","31/07/2019","23:42:05","Antechinus stuartii",3,"Walks into trap","","1_22","31/07/2019 23:42:05","2019-07-31 23:42:05",0,0,0,0,1
"IMAG0033",1,"22","Scoutguard","1/08/2019","3:28:05","Antechinus stuartii",3,"Perched on tree next to trap","","1_22","1/08/2019 3:28:05","2019-08-01 03:28:05",13560,226,3.8,0.2,1
"IMG_0005",1,"15","Reconyx","25/07/2022","19:12:06","Antechinus stuartii",3,"On top of trap on hind legs","","1_15","25/07/2022 19:12:06","2022-07-25 19:12:06",0,0,0,0,3
"IMG_0035",1,"15","Reconyx","26/07/2022","5:32:42","Antechinus stuartii",3,"Climbing down tree to trap","","1_15","26/07/2022 5:32:42","2022-07-26 05:32:42",37236,620.6,10.3,0.4,3
"IMG_0052",1,"15","Reconyx","26/07/2022","22:17:02","Antechinus stuartii",2,"On branch near trap, investigating trap","","1_15","26/07/2022 22:17:02","2022-07-26 22:17:02",60260,1004.3,16.7,0.7,3
"IMG_0009",1,"Cage","Scoutguard","24/07/2018","15:00:00","Eopsaltria australis",1,"Perched on branch","Trap only partially in view","1_Cage","24/07/2018 15:00:00","2018-07-24 15:00:00",0,0,0,0,1
"IMG_0010",1,"Cage","Scoutguard","24/07/2018","16:30:00","Eopsaltria australis",1,"Perched on branch","Trap only partially in view","1_Cage","24/07/2018 16:30:00","2018-07-24 16:30:00",5400,90,1.5,0.1,1
"IMG_0012",1,"Cage","Scoutguard","25/07/2018","10:28:00","Eopsaltria australis",1,"Perched on branch","Trap not in view","1_Cage","25/07/2018 10:28:00","2018-07-25 10:28:00",64680,1078,18,0.8,1
"IMAG0035",1,"9","Scoutguard","29/07/2019","16:59:00","Eopsaltria australis",1,"Moving along ground","","1_9","29/07/2019 16:59:00","2019-07-29 16:59:00",0,0,0,0,1
"IMAG0081",1,"9","Scoutguard","31/07/2019","9:36:00","Eopsaltria australis",1,"Walking across ground past trap","","1_9","31/07/2019 9:36:00","2019-07-31 09:36:00",146220,2437,40.6,1.7,1
"IMAG0150",1,"6","Scoutguard","31/07/2019","19:10:00","Felis catus",3,"Investigated the closed trap","","1_6","31/07/2019 19:10:00","2019-07-31 19:10:00",0,0,0,0,1
"IMG_0011",1,"Cage","Scoutguard","25/07/2018","2:59:00","Phascolarctos cinereus",3,"Walking on ground","Trap not in view","1_Cage","25/07/2018 2:59:00","2018-07-25 02:59:00",0,0,0,0,1
"IMG_0002",1,"15","Reconyx","25/07/2022","16:38:18","Psophodes olivaceus",2,"Perched on branch looking at camera","","1_15","25/07/2022 16:38:18","2022-07-25 16:38:18",0,0,0,0,3
"IMG_0013",1,"Cage","Scoutguard","25/07/2018","15:14:00","Ptilonorhynchus violaceus",2,"Moving on ground","Trap not in view","1_Cage","25/07/2018 15:14:00","2018-07-25 15:14:00",0,0,0,0,1
"IMAG0069",1,"9","Scoutguard","31/07/2019","5:30:00","Rattus fuscipes",3,"Walking aross ground past trap","","1_9","31/07/2019 5:30:00","2019-07-31 05:30:00",0,0,0,0,1
"IMAG0082",1,"9","Scoutguard","31/07/2019","19:06:00","Rattus fuscipes",3,"Foraging around trap","","1_9","31/07/2019 19:06:00","2019-07-31 19:06:00",48960,816,13.6,0.6,1
"IMG_0034",1,"Cage","Scoutguard","25/07/2022","1:16:16","Rattus fuscipes",3,"Vegetation movement ","","1_Cage","25/07/2022 1:16:16","2022-07-25 01:16:16",0,0,0,0,1
"IMG_0026",1,"Cage","Scoutguard","25/07/2022","19:39:56","Rattus fuscipes",3,"","","1_Cage","25/07/2022 19:39:56","2022-07-25 19:39:56",66220,1103.7,18.4,0.8,2
"IMG_0030",1,"Cage","Scoutguard","25/07/2022","19:47:45","Rattus fuscipes",3,"","","1_Cage","25/07/2022 19:47:45","2022-07-25 19:47:45",469,7.8,0.1,0,2
"IMG_0008",1,"15","Reconyx","25/07/2022","23:24:27","Rattus fuscipes",2,"On ground next to trap","Eyes visible, ID based on subsequent images","1_15","25/07/2022 23:24:27","2022-07-25 23:24:27",0,0,0,0,21
"IMG_0029",1,"15","Reconyx","26/07/2022","2:59:05","Rattus fuscipes",2,"Pulling on plastic bag","","1_15","26/07/2022 2:59:05","2022-07-26 02:59:05",12878,214.6,3.6,0.1,6
"IMG_0046",1,"Cage","Scoutguard","26/07/2022","18:21:38","Rattus fuscipes",3,"Enters trap and jumps out ","","1_Cage","26/07/2022 18:21:38","2022-07-26 18:21:38",81233,1353.9,22.6,0.9,1
"IMG_0046",1,"15","Reconyx","26/07/2022","19:58:02","Rattus fuscipes",2,"Sitting next to trap","","1_15","26/07/2022 19:58:02","2022-07-26 19:58:02",61137,1019,17,0.7,6
"IMG_0047",1,"Cage","Scoutguard","26/07/2022","23:06:21","Rattus fuscipes",3,"","","1_Cage","26/07/2022 23:06:21","2022-07-26 23:06:21",17083,284.7,4.7,0.2,1
"IMG_0055",1,"15","Reconyx","26/07/2022","23:34:47","Rattus fuscipes",2,"Walking behind trap","","1_15","26/07/2022 23:34:47","2022-07-26 23:34:47",13005,216.8,3.6,0.1,6
"IMG_0091",1,"Cage","Scoutguard","27/07/2022","4:47:41","Rattus fuscipes",3,"Stayed towards back of cage for a while - minimal movement ","","1_Cage","27/07/2022 4:47:41","2022-07-27 04:47:41",20480,341.3,5.7,0.2,1
"IMAG0016",1,"6","Scoutguard","29/07/2019","13:45:00","Unknown bird",3,"Sitting on log near trap","","1_6","29/07/2019 13:45:00","2019-07-29 13:45:00",0,0,0,0,1
"IMG_0002",1,"9","Reconyx","25/07/2022","14:09:25","Unknown bird",1,"Jumping across logs","Wren-like ","1_9","25/07/2022 14:09:25","2022-07-25 14:09:25",0,0,0,0,3
"IMG_0024",1,"Cage","Scoutguard","25/07/2022","10:40:37","Unknown insects",NA,"","","1_Cage","25/07/2022 10:40:37","2022-07-25 10:40:37",0,0,0,0,1
"IMG_0042",2,"18","RECONYX","25/07/2022","2:46:31","",0,"0","view of student","2_18","25/07/2022 2:46:31","2022-07-25 02:46:31",0,0,0,0,1
"IMG_0001",2,"18","RECONYX","25/07/2022","2:59:37","",0,"0","view of student","2_18","25/07/2022 2:59:37","2022-07-25 02:59:37",786,13.1,0.2,0,1
"IMG_0111",2,"18","RECONYX","25/07/2022","3:29:48","",0,"0","view of student","2_18","25/07/2022 3:29:48","2022-07-25 03:29:48",1811,30.2,0.5,0,1
"IMG_0534",2,"22","RECONYX","25/07/2022","9:23:23","",0,"0","view of student","2_22","25/07/2022 9:23:23","2022-07-25 09:23:23",0,0,0,0,2
"IMG_0507",2,"22","RECONYX","25/07/2022","9:50:35","",0,"0","view of student","2_22","25/07/2022 9:50:35","2022-07-25 09:50:35",1632,27.2,0.5,0,1
"IMG_0001",2,"9","RECONYX","25/07/2022","11:37:17","",0,"0","view of student ","2_9","25/07/2022 11:37:17","2022-07-25 11:37:17",0,0,0,0,15
"IMG_0001",2,"3","RECONYX","25/07/2022","12:20:17","",0,"0","view of student","2_3","25/07/2022 12:20:17","2022-07-25 12:20:17",0,0,0,0,1
"IMG_0001",2,"18","RECONYX","25/07/2022","12:23:46","",0,"0","view of student","2_18","25/07/2022 12:23:46","2022-07-25 12:23:46",32038,534,8.9,0.4,1
"IMG_0001",2,"22","RECONYX","25/07/2022","12:49:43","",0,"0","view of student","2_22","25/07/2022 12:49:43","2022-07-25 12:49:43",10748,179.1,3,0.1,2
"IMAG0002",2,"Cage","Scoutguard","25/07/2022","13:57:19","",0,"0","view of student","2_Cage","25/07/2022 13:57:19","2022-07-25 13:57:19",0,0,0,0,1
"IMG_0055",2,"22","RECONYX","25/07/2022","14:00:45","",0,"0","view of student","2_22","25/07/2022 14:00:45","2022-07-25 14:00:45",4262,71,1.2,0,1
"IMG_0459",2,"22","RECONYX","25/07/2022","14:38:34","",0,"0","view of student","2_22","25/07/2022 14:38:34","2022-07-25 14:38:34",2269,37.8,0.6,0,1
"IMG_0022",2,"9","RECONYX","25/07/2022","15:40:19","",0,"0","view of student ","2_9","25/07/2022 15:40:19","2022-07-25 15:40:19",14582,243,4,0.2,1
"IMG_0186",2,"3","RECONYX","25/07/2022","16:00:33","",0,"0","view of student","2_3","25/07/2022 16:00:33","2022-07-25 16:00:33",13216,220.3,3.7,0.2,1
"IMAG0007",2,"Cage","Scoutguard","25/07/2022","16:02:11","",0,"0","view of student","2_Cage","25/07/2022 16:02:11","2022-07-25 16:02:11",7492,124.9,2.1,0.1,1
"IMAG0009",2,"Cage","Scoutguard","26/07/2022","2:36:00","",0,"0","vegetation trigger","2_Cage","26/07/2022 2:36:00","2022-07-26 02:36:00",38029,633.8,10.6,0.4,1
"IMG_0406",2,"6","RECONYX","26/07/2022","9:21:02","",0,"0","view of student","2_6","26/07/2022 9:21:02","2022-07-26 09:21:02",0,0,0,0,3
"IMAG0008",2,"Cage","Scoutguard","26/07/2022","9:31:02","",0,"0","view of student","2_Cage","26/07/2022 9:31:02","2022-07-26 09:31:02",24902,415,6.9,0.3,1
"IMG_0112",2,"18","RECONYX","26/07/2022","9:50:53","",0,"0","view of student","2_18","26/07/2022 9:50:53","2022-07-26 09:50:53",77227,1287.1,21.5,0.9,1
"IMG_0453",2,"9","RECONYX","26/07/2022","10:59:39","",0,"0","view of student ","2_9","26/07/2022 10:59:39","2022-07-26 10:59:39",69560,1159.3,19.3,0.8,1
"IMG_0001",2,"6","RECONYX","26/07/2022","11:54:06","",0,"0","view of student","2_6","26/07/2022 11:54:06","2022-07-26 11:54:06",9184,153.1,2.6,0.1,1
"IMG_0043",2,"14","RECONYX","26/07/2022","12:26:03","",0,"0","view of student ","2_14","26/07/2022 12:26:03","2022-07-26 12:26:03",0,0,0,0,2
"IMG_0278",2,"18","RECONYX","26/07/2022","13:00:41","",0,"0","view of student","2_18","26/07/2022 13:00:41","2022-07-26 13:00:41",11388,189.8,3.2,0.1,1
"IMG_0045",2,"14","RECONYX","26/07/2022","14:00:00","",0,"0","good view of trap ","2_14","26/07/2022 14:00:00","2022-07-26 14:00:00",5637,94,1.6,0.1,1
"IMG_0399",2,"6","RECONYX","26/07/2022","14:22:49","",0,"0","view of student","2_6","26/07/2022 14:22:49","2022-07-26 14:22:49",8923,148.7,2.5,0.1,1
"IMG_0047",2,"14","RECONYX","26/07/2022","15:10:08","",0,"0","view of student ","2_14","26/07/2022 15:10:08","2022-07-26 15:10:08",4208,70.1,1.2,0,6
"IMG_0053",2,"14","RECONYX","26/07/2022","15:16:13","",0,"0","view of student ","2_14","26/07/2022 15:16:13","2022-07-26 15:16:13",365,6.1,0.1,0,1
"IMG_0282",2,"3","RECONYX","26/07/2022","16:36:14","",0,"0","view of student","2_3","26/07/2022 16:36:14","2022-07-26 16:36:14",88541,1475.7,24.6,1,1
"IMAG0010",2,"Cage","Scoutguard","27/07/2022","9:06:57","",0,"0","view of student","2_Cage","27/07/2022 9:06:57","2022-07-27 09:06:57",84955,1415.9,23.6,1,1
"IMG_0283",2,"3","RECONYX","27/07/2022","9:15:28","",0,"0","view of student","2_3","27/07/2022 9:15:28","2022-07-27 09:15:28",59954,999.2,16.7,0.7,2
"IMG_0457",2,"9","RECONYX","27/07/2022","9:34:26","",0,"0","view of student ","2_9","27/07/2022 9:34:26","2022-07-27 09:34:26",81287,1354.8,22.6,0.9,1
"IMG_0750",2,"9","RECONYX","27/07/2022","9:44:00","",0,"0","blurred image ","2_9","27/07/2022 9:44:00","2022-07-27 09:44:00",574,9.6,0.2,0,1
"IMG_0279",2,"18","RECONYX","27/07/2022","9:45:33","",0,"0","view of student","2_18","27/07/2022 9:45:33","2022-07-27 09:45:33",74692,1244.9,20.7,0.9,2
"IMG_0166",2,"14","RECONYX","27/07/2022","9:57:44","",0,"0","view of student ","2_14","27/07/2022 9:57:44","2022-07-27 09:57:44",67291,1121.5,18.7,0.8,1
"IMG_0001",2,"14","RECONYX","27/07/2022","12:23:00","",0,"0","good view of trap ","2_14","27/07/2022 12:23:00","2022-07-27 12:23:00",8716,145.3,2.4,0.1,4
"IMG_0002",2,"14","RECONYX","27/07/2022","13:23:00","",0,"0","good view of trap ","2_14","27/07/2022 13:23:00","2022-07-27 13:23:00",3600,60,1,0,1
"IMG_0454",2,"9","RECONYX","26/07/2022","21:12:41","Antechinus stuartii",2,"running nearby to trap ","tail obscured so difficult to identify ","2_9","26/07/2022 21:12:41","2022-07-26 21:12:41",0,0,0,0,3
"IMG_0403",2,"6","RECONYX","26/07/2022","22:12:02","Antechinus stuartii",2,"1","next to trap","2_6","26/07/2022 22:12:02","2022-07-26 22:12:02",0,0,0,0,3
"IMAG001",2,"14","Scoutguard","30/07/2019","6:50:33","Menura novaehollandiae",2,"1","looking around","2_14","30/07/2019 6:50:33","2019-07-30 06:50:33",0,0,0,0,2
"IMAG0031",2,"3","Scoutguard","30/07/2019","3:59:38","Potorous tridactylus",1,"1","not foraging, not approaching trap; partial upper body only visible","2_3","30/07/2019 3:59:38","2019-07-30 03:59:38",0,0,0,0,2
"T",2,"3","RECONYX","26/07/2018","23:02:00","Rattus fuscipes",1,"0","Limited view of the trap, obstructed by tree","2_3","26/07/2018 23:02:00","2018-07-26 23:02:00",0,0,0,0,1
"IMG_0508",2,"22","RECONYX","25/07/2022","5:06:15","Rattus fuscipes",2,"1","walking around trap","2_22","25/07/2022 5:06:15","2022-07-25 05:06:15",0,0,0,0,6
"IMG_0461",2,"22","RECONYX","25/07/2022","20:01:03","Rattus fuscipes",2,"1","standing underneath leaf","2_22","25/07/2022 20:01:03","2022-07-25 20:01:03",53688,894.8,14.9,0.6,3
"IMG_0400",2,"6","RECONYX","26/07/2022","21:09:00","Rattus fuscipes",2,"1","wandering around trap","2_6","26/07/2022 21:09:00","2022-07-26 21:09:00",0,0,0,0,3
"SOB57",2,"14","RECONYX","24/07/2018","19:01:00","Trichosurus caninus",2,"1","Went up to the camera before running away","2_14","24/07/2018 19:01:00","2018-07-24 19:01:00",0,0,0,0,1
"SOB57",2,"14","RECONYX","25/07/2018","22:34:00","Trichosurus caninus",2,"1","Partial head only visible","2_14","25/07/2018 22:34:00","2018-07-25 22:34:00",99180,1653,27.6,1.2,1
"SOB57",2,"14","RECONYX","27/07/2018","1:25:00","Trichosurus caninus",2,"1","only tail visible","2_14","27/07/2018 1:25:00","2018-07-27 01:25:00",96660,1611,26.9,1.1,1
"IMAG0001",2,"6","Scoutguard","30/07/2019","1:12:16","Trichosurus caninus",3,"1","investigating trap","2_6","30/07/2019 1:12:16","2019-07-30 01:12:16",0,0,0,0,4
"IMAG0010",2,"6","Scoutguard","31/07/2019","19:26:21","Trichosurus caninus",3,"1","on tree","2_6","31/07/2019 19:26:21","2019-07-31 19:26:21",152045,2534.1,42.2,1.8,2
"IMAG0013",2,"6","Scoutguard","31/07/2019","19:51:22","Trichosurus caninus",3,"1","coming down tree towards trap","2_6","31/07/2019 19:51:22","2019-07-31 19:51:22",1501,25,0.4,0,8
"IMG_0464",2,"22","RECONYX","25/07/2022","23:16:33","Trichosurus caninus",3,"1","walking","2_22","25/07/2022 23:16:33","2022-07-25 23:16:33",0,0,0,0,6
"IMG_0001",3,"9","Reconyx","25/07/2022","11:39:58","",NA,"","Student initial trap and camera set up","3_9","25/07/2022 11:39:58","2022-07-25 11:39:58",0,0,0,0,2
"IMG_0001",3,"3","Reconyx","25/07/2022","12:13:27","",NA,"","Student initial trap and camera set up","3_3","25/07/2022 12:13:27","2022-07-25 12:13:27",0,0,0,0,1
"IMG_0001",3,"18","Reconyx","25/07/2022","12:31:10","",NA,"","Human walking by","3_18","25/07/2022 12:31:10","2022-07-25 12:31:10",0,0,0,0,3
"IMAG0030",3,"Cage","Scoutguard","25/07/2022","12:51:18","",NA,"","Student initial trap and camera set up","3_Cage","25/07/2022 12:51:18","2022-07-25 12:51:18",0,0,0,0,1
"IMG_0004",3,"18","Reconyx","25/07/2022","13:00:00","",NA,"","","3_18","25/07/2022 13:00:00","2022-07-25 13:00:00",1730,28.8,0.5,0,1
"IMG_0019",3,"9","Reconyx","25/07/2022","14:00:00","",NA,"","False Trigger","3_9","25/07/2022 14:00:00","2022-07-25 14:00:00",8402,140,2.3,0.1,1
"IMG_0020",3,"9","Reconyx","25/07/2022","14:10:37","",NA,"","Student taking plant samples","3_9","25/07/2022 14:10:37","2022-07-25 14:10:37",637,10.6,0.2,0,1
"IMAG0043",3,"Cage","Scoutguard","25/07/2022","14:20:41","",NA,"","Student initial trap and camera set up","3_Cage","25/07/2022 14:20:41","2022-07-25 14:20:41",5363,89.4,1.5,0.1,1
"IMG_0109",3,"9","Reconyx","25/07/2022","14:38:44","",NA,"","Student taking plant samples","3_9","25/07/2022 14:38:44","2022-07-25 14:38:44",1687,28.1,0.5,0,1
"IMG_0005",3,"18","Reconyx","25/07/2022","14:54:46","",NA,"","Human walking by","3_18","25/07/2022 14:54:46","2022-07-25 14:54:46",6886,114.8,1.9,0.1,24
"IMG_0072",3,"3","Reconyx","25/07/2022","15:10:20","",NA,"","Student initial trap and camera set up","3_3","25/07/2022 15:10:20","2022-07-25 15:10:20",10613,176.9,2.9,0.1,5
"IMAG0045",3,"Cage","Scoutguard","25/07/2022","15:20:04","",NA,"","Nothing seen","3_Cage","25/07/2022 15:20:04","2022-07-25 15:20:04",3563,59.4,1,0,2
"IMG_0231",3,"3","Reconyx","25/07/2022","15:24:09","",NA,"","Student taking plant samples","3_3","25/07/2022 15:24:09","2022-07-25 15:24:09",829,13.8,0.2,0,1
"IMAG0048",3,"Cage","Scoutguard","25/07/2022","15:28:12","",NA,"","people","3_Cage","25/07/2022 15:28:12","2022-07-25 15:28:12",488,8.1,0.1,0,1
"IMG_0239",3,"3","Reconyx","25/07/2022","19:25:05","",NA,"","no animals","3_3","25/07/2022 19:25:05","2022-07-25 19:25:05",14456,240.9,4,0.2,2
"IMG_0273",3,"3","Reconyx","25/07/2022","23:42:07","",NA,"","","3_3","25/07/2022 23:42:07","2022-07-25 23:42:07",15422,257,4.3,0.2,4
"IMG_0285",3,"3","Reconyx","26/07/2022","2:20:18","",NA,"","no animals","3_3","26/07/2022 2:20:18","2022-07-26 02:20:18",9491,158.2,2.6,0.1,1
"IMG_0286",3,"3","Reconyx","26/07/2022","9:06:23","",NA,"","Person checking traps","3_3","26/07/2022 9:06:23","2022-07-26 09:06:23",24365,406.1,6.8,0.3,3
"IMG_0029",3,"18","Reconyx","26/07/2022","9:15:35","",NA,"","Person checking trap","3_18","26/07/2022 9:15:35","2022-07-26 09:15:35",66049,1100.8,18.3,0.8,12
"IMG_0289",3,"3","Reconyx","26/07/2022","9:34:57","",NA,"","People walking past trap","3_3","26/07/2022 9:34:57","2022-07-26 09:34:57",1714,28.6,0.5,0,6
"IMG_0041",3,"18","Reconyx","26/07/2022","9:47:35","",NA,"","Human walking by","3_18","26/07/2022 9:47:35","2022-07-26 09:47:35",1920,32,0.5,0,6
"IMG_0110",3,"9","Reconyx","26/07/2022","10:00:00","",NA,"","False Trigger","3_9","26/07/2022 10:00:00","2022-07-26 10:00:00",69676,1161.3,19.4,0.8,1
"IMG_0047",3,"18","Reconyx","26/07/2022","10:00:00","",NA,"","False trigger (test)","3_18","26/07/2022 10:00:00","2022-07-26 10:00:00",745,12.4,0.2,0,1
"IMG_0295",3,"3","Reconyx","26/07/2022","10:23:13","",NA,"","false trigger (log moved)","3_3","26/07/2022 10:23:13","2022-07-26 10:23:13",2896,48.3,0.8,0,6
"IMG_0301",3,"3","Reconyx","26/07/2022","11:57:26","",NA,"","Person checking traps","3_3","26/07/2022 11:57:26","2022-07-26 11:57:26",5653,94.2,1.6,0.1,2
"IMG_0048",3,"18","Reconyx","26/07/2022","13:00:00","",NA,"","False trigger (test)","3_18","26/07/2022 13:00:00","2022-07-26 13:00:00",10800,180,3,0.1,1
"IMG_0111",3,"9","Reconyx","26/07/2022","14:00:00","",NA,"","False Trigger","3_9","26/07/2022 14:00:00","2022-07-26 14:00:00",14400,240,4,0.2,1
"IMG_0327",3,"3","Reconyx","26/07/2022","21:38:52","",NA,"","","3_3","26/07/2022 21:38:52","2022-07-26 21:38:52",34886,581.4,9.7,0.4,1
"IMG_0331",3,"3","Reconyx","27/07/2022","9:03:35","",NA,"","Person removing equipment","3_3","27/07/2022 9:03:35","2022-07-27 09:03:35",41083,684.7,11.4,0.5,2
"IMG_0049",3,"18","Reconyx","27/07/2022","9:47:04","",NA,"","Removal of camera","3_18","27/07/2022 9:47:04","2022-07-27 09:47:04",74824,1247.1,20.8,0.9,3
"IMG_2317",3,"22","Reconyx","27/07/2022","12:46:42","",NA,"","False trigger","3_22","27/07/2022 12:46:42","2022-07-27 12:46:42",0,0,0,0,1
"IMAG0001",3,"18","Scoutguard","29/07/2019","19:28:04","Antechinus stuartii",3,"running alongside log towards trap","","3_18","29/07/2019 19:28:04","2019-07-29 19:28:04",0,0,0,0,2
"IMG_0406",3,"22","Reconyx","25/07/2022","18:16:12","Antechinus stuartii",3,"","","3_22","25/07/2022 18:16:12","2022-07-25 18:16:12",0,0,0,0,5
